10
76;.;47;.;.;37;28;26;71;.;.;25;5;.;.;.;9;.;40;.;63;7;.;55;4;23;.;80;.;93;.;53;82;.;.;70;78;17;42;.;90;.;20;.;75;.;13;65;29;27;10;.;61;99;.;96;22;68;12;57;64;44;41;.;59;2;14;11;6;15;81;30;.;.;.;.;83;95;.;.;85;.;69;.;91;74;.;.;97;19;8;3;21;88;18;84;34;.;87;33
.;21;.;.;.;65;46;27;72;99;.;95;22;.;24;23;63;32;3;61;47;17;.;.;25;.;.;.;59;.;26;.;90;36;.;96;.;66;13;28;.;.;2;57;.;35;38;100;92;.;74;7;4;.;.;49;93;.;85;.;19;29;55;18;8;31;73;84;83;9;82;.;71;34;.;.;58;80;.;.;43;.;51;.;87;62;.;78;.;75;56;30;91;.;.;67;41;98;44;37
4;44;96;.;.;.;85;75;32;69;.;16;73;65;92;89;91;.;80;38;24;.;31;57;10;35;.;51;37;27;5;29;60;.;63;30;.;79;8;99;40;56;46;.;.;.;26;25;.;17;.;76;9;.;78;55;11;.;.;59;70;.;45;.;.;68;.;49;.;36;74;.;6;14;28;52;.;84;23;41;18;.;33;.;20;98;2;90;.;.;81;.;77;58;.;93;1;43;.;.
82;81;9;91;.;68;.;2;43;22;.;62;.;12;.;20;.;.;.;86;11;26;.;79;18;88;.;77;.;34;54;.;95;97;84;.;.;44;58;85;.;23;3;72;.;.;63;28;14;78;38;29;73;83;16;19;51;5;.;71;.;52;89;93;56;.;.;99;65;47;87;21;76;98;90;33;17;.;25;.;32;.;.;59;53;6;.;57;7;92;64;70;80;.;.;.;.;96;10;55
7;.;.;.;58;62;.;25;.;83;.;57;.;98;.;.;.;49;.;74;1;60;45;53;69;.;9;.;20;96;.;3;41;.;88;11;47;.;21;37;52;64;36;59;.;.;16;31;5;67;54;75;77;.;91;8;.;.;42;.;.;61;.;33;26;94;.;43;90;46;32;92;19;35;56;.;.;78;.;10;.;79;4;81;65;.;.;23;38;.;.;82;.;.;66;6;17;.;27;.
84;.;61;.;93;23;16;53;45;60;14;50;82;31;70;.;7;.;87;.;.;71;78;38;44;.;.;.;39;28;.;51;49;68;64;22;98;73;2;9;96;.;86;.;76;81;48;.;.;.;.;33;6;62;65;27;24;.;89;18;.;34;10;21;.;.;100;57;72;12;40;.;.;88;75;77;.;79;26;37;55;95;54;36;35;.;.;.;58;.;90;20;32;94;.;59;.;.;92;63
.;33;11;50;.;.;88;.;10;70;96;.;59;84;.;8;66;85;35;60;67;.;92;32;21;40;.;87;41;74;75;.;.;.;18;.;23;72;31;.;91;34;58;.;.;.;54;6;89;.;64;.;.;43;.;53;44;2;28;63;77;.;98;.;20;78;.;79;.;80;.;.;51;39;38;3;.;.;93;.;.;.;.;.;82;.;16;.;61;99;65;83;52;36;29;57;95;.;24;47
8;.;98;86;90;38;94;74;.;.;19;.;.;56;54;41;1;.;.;88;.;52;70;2;12;58;14;.;82;76;.;65;33;.;.;87;7;24;16;10;43;15;18;.;60;79;55;47;11;85;36;45;.;80;32;95;66;13;35;.;25;51;3;17;50;.;.;.;.;69;.;29;.;91;61;100;96;97;64;.;.;.;.;21;.;44;34;.;71;9;78;.;39;.;62;28;49;99;.;68
55;48;.;41;30;.;20;59;35;57;17;.;93;21;.;52;75;.;47;28;15;.;36;13;.;95;6;84;19;.;.;100;80;14;25;62;.;74;38;61;4;83;.;.;33;37;.;53;.;8;90;.;.;39;69;67;92;26;94;.;.;85;66;27;.;.;16;5;96;.;70;.;44;1;.;50;.;.;49;9;.;60;.;11;.;29;.;64;.;.;.;40;72;.;76;.;31;23;22;71
78;.;.;73;14;12;36;19;63;92;.;51;18;72;48;43;90;34;.;26;91;8;85;.;22;100;3;.;64;29;.;50;.;1;4;.;83;.;57;46;.;44;82;10;.;.;84;71;95;.;.;.;.;37;.;87;41;58;.;31;.;30;32;62;28;35;53;40;97;23;.;67;99;.;54;2;16;65;55;.;66;76;.;.;13;52;47;27;.;80;61;74;.;25;9;60;38;89;.;.
.;13;4;.;.;89;44;55;100;79;.;30;.;.;82;54;.;17;19;22;53;.;18;61;.;98;85;68;46;36;25;.;.;99;.;14;39;.;.;5;21;.;84;.;.;.;.;97;77;74;58;51;64;.;.;60;49;83;.;.;63;31;48;.;.;40;26;.;.;76;.;33;52;43;62;11;.;28;88;.;1;93;.;41;78;47;87;9;32;29;.;35;.;69;81;.;10;92;.;56
32;19;39;25;18;95;.;.;30;16;93;92;72;67;6;60;.;78;.;.;.;80;42;34;13;5;38;29;33;3;55;11;74;8;98;52;.;70;84;4;99;.;44;88;68;86;.;26;58;.;.;53;62;71;43;.;21;54;24;.;69;.;35;1;61;51;.;.;.;100;46;31;15;10;.;89;9;90;17;.;27;.;20;.;56;81;23;66;.;2;40;12;.;.;97;.;96;37;82;57
10;9;29;.;.;.;.;67;.;51;3;89;34;40;66;98;35;.;37;.;94;45;91;.;95;.;4;.;43;.;72;.;92;27;44;56;.;.;80;1;15;.;5;79;54;.;2;50;30;.;70;14;.;87;38;16;.;39;.;46;.;93;.;19;77;58;.;.;53;41;.;7;55;.;42;32;23;.;65;74;.;57;96;85;68;31;.;.;28;.;52;88;24;.;22;61;73;18;86;17
1;57;69;.;98;81;3;72;.;11;.;46;94;13;65;70;4;62;.;55;48;.;.;83;96;.;.;26;90;.;37;23;47;77;78;.;71;21;.;41;29;.;25;7;19;93;18;.;52;76;73;.;59;.;.;85;86;.;.;.;28;.;97;82;.;67;36;64;45;88;.;.;.;.;6;75;61;.;95;.;30;63;16;24;17;.;.;.;91;14;.;80;42;49;.;27;.;84;.;.
80;.;.;27;.;97;26;.;56;88;57;75;20;.;51;1;.;.;12;48;.;16;39;60;.;22;28;93;.;24;82;81;100;.;.;83;50;.;43;31;95;10;91;92;41;69;61;.;17;63;.;37;.;89;90;68;74;99;9;.;52;96;5;.;42;.;23;13;79;.;58;34;78;29;72;45;18;36;87;85;.;8;.;67;44;70;54;62;15;3;7;47;98;.;.;.;.;59;2;.
42;.;84;99;43;50;76;34;60;14;.;.;29;69;.;.;64;41;.;81;.;.;25;78;63;.;67;.;75;.;40;.;10;9;3;93;61;87;28;.;37;1;73;.;11;.;6;46;12;.;18;.;20;52;.;15;8;.;96;17;71;.;86;83;92;.;.;30;80;57;22;48;24;.;.;56;91;.;68;49;94;74;58;13;.;.;97;95;5;88;.;.;.;31;85;.;.;51;39;.
31;47;77;53;46;5;54;93;23;68;.;44;.;61;16;2;74;.;52;.;37;20;.;56;62;.;41;.;.;.;.;24;.;88;26;42;.;.;90;97;.;67;.;28;43;.;.;.;66;65;1;.;.;72;.;82;6;80;.;29;84;49;15;78;.;3;18;73;99;98;.;.;.;.;.;8;13;14;69;.;.;.;.;75;34;86;.;.;4;.;60;95;.;91;87;.;25;.;38;11
28;41;52;.;92;.;61;.;.;73;56;24;84;63;80;18;58;83;49;15;19;.;1;69;27;77;.;64;2;7;57;20;75;.;38;54;95;96;.;34;.;22;70;32;14;23;62;87;.;16;.;31;11;98;88;.;.;40;33;79;65;.;68;8;25;.;91;9;39;89;71;12;86;97;67;.;82;93;3;99;90;6;10;50;37;.;.;36;59;60;44;29;100;46;78;48;43;5;13;.
90;62;.;6;22;59;65;58;96;.;11;86;31;26;97;33;.;87;27;42;9;50;.;14;.;74;82;.;52;.;73;.;18;76;.;85;30;64;89;.;45;.;81;53;35;.;.;38;48;.;5;69;13;92;93;36;.;67;95;.;54;.;24;.;47;12;46;10;44;20;79;.;63;37;80;57;1;4;2;98;.;61;.;.;.;43;.;84;.;.;.;66;41;70;75;94;.;.;.;.
37;94;.;7;.;.;.;70;78;17;68;99;38;43;.;.;88;23;.;9;30;.;54;10;92;.;81;71;.;35;16;59;6;.;.;69;63;49;33;13;57;.;.;.;89;31;.;85;24;60;.;97;28;3;61;76;26;19;91;2;95;27;74;.;72;22;.;90;34;29;.;64;5;51;100;41;84;44;83;21;52;.;53;77;80;.;55;11;79;46;1;.;50;62;93;20;.;8;67;36
95;17;65;96;70;.;25;50;.;15;.;90;23;.;98;31;.;10;59;54;33;97;.;89;.;6;.;.;.;82;64;74;20;.;16;79;.;84;18;77;66;.;51;.;.;39;34;63;4;53;.;78;.;27;.;81;62;35;8;87;.;.;.;52;.;48;.;47;29;37;7;28;.;.;85;24;26;55;.;69;.;.;40;94;.;61;3;86;44;12;68;32;.;41;80;99;.;21;88;49
.;99;71;16;.;11;18;.;3;.;29;.;41;.;.;14;36;95;.;79;.;51;.;.;87;.;34;.;.;10;.;28;40;.;.;.;59;48;69;47;35;91;30;93;74;.;37;13;.;44;46;.;84;65;.;9;80;97;26;73;20;33;90;67;98;81;75;27;55;58;25;62;.;54;1;88;89;68;22;78;2;23;.;57;31;82;19;.;56;21;50;7;85;.;.;92;66;45;.;15
54;100;58;22;.;.;27;20;73;19;.;18;77;88;34;26;82;67;60;83;78;68;80;.;.;63;23;72;.;53;.;43;.;89;17;3;24;95;61;.;.;55;32;99;36;85;.;.;81;5;33;.;31;69;6;.;.;74;14;.;46;91;59;39;12;16;.;.;.;7;56;.;.;71;9;40;.;50;42;79;97;11;.;15;.;84;66;.;.;87;96;57;.;35;.;2;29;52;.;25
34;.;.;87;32;93;31;.;4;.;97;33;65;19;73;21;78;76;69;35;46;1;71;98;.;.;.;79;24;.;67;27;.;37;75;.;99;.;.;70;77;6;.;11;92;16;.;.;.;.;57;95;56;59;.;.;.;.;63;15;9;.;.;5;38;.;40;.;14;26;44;20;39;41;.;12;29;66;48;100;54;53;68;47;81;17;88;74;.;.;83;62;.;3;.;22;.;94;18;13
59;97;41;46;77;.;12;40;88;.;2;48;.;24;96;22;.;86;38;6;64;.;.;15;52;18;.;.;30;81;78;.;45;50;56;.;.;.;.;90;72;.;83;.;.;94;49;58;73;28;17;43;47;25;4;.;79;60;71;.;34;62;19;80;3;95;54;93;74;.;5;84;23;11;21;67;.;.;.;.;35;27;9;98;.;1;85;.;26;8;75;87;.;65;100;.;.;91;36;.
85;78;10;.;62;42;.;.;61;.;55;64;57;66;11;.;25;99;44;87;95;.;2;.;.;.;50;.;27;43;.;33;54;15;71;5;19;26;63;80;8;18;68;70;.;98;.;3;56;.;32;.;76;24;30;86;.;.;52;88;21;69;94;65;6;72;84;60;.;31;17;93;47;.;.;.;38;.;46;34;.;.;.;58;7;49;.;.;89;28;.;59;40;.;.;74;82;20;23;.
98;37;35;68;47;72;.;44;.;.;58;85;.;7;1;75;.;.;.;.;.;86;74;93;.;90;11;65;.;56;62;4;91;39;.;36;.;25;.;23;.;69;27;26;59;.;9;19;76;.;.;3;38;94;51;.;.;.;48;96;82;.;30;.;.;61;24;28;18;.;15;97;70;31;13;81;57;.;8;.;83;80;6;63;.;.;.;20;92;.;55;.;78;.;43;.;16;77;54;.
.;43;80;45;.;26;5;6;49;13;.;94;70;.;.;.;68;28;74;12;96;77;22;59;.;69;.;25;40;20;.;98;.;21;85;.;.;82;.;73;54;.;.;.;24;.;57;84;41;48;.;66;50;58;44;39;2;16;11;83;89;92;.;.;53;.;63;23;88;64;99;3;14;52;19;18;.;86;10;.;34;78;91;51;.;67;29;71;.;95;38;.;.;72;27;79;33;93;46;30
.;.;74;24;82;75;66;29;53;89;80;20;.;51;.;.;27;15;62;.;54;88;.;.;94;14;.;.;55;26;.;83;35;.;81;9;57;76;34;.;42;.;38;.;71;33;65;.;.;87;.;.;68;77;.;21;.;70;93;12;.;17;78;4;85;41;56;44;73;43;45;90;32;58;.;.;6;.;96;.;50;5;60;52;64;.;22;.;.;.;84;11;19;86;10;98;47;1;63;67
39;.;57;55;94;67;1;8;33;9;84;.;43;3;63;30;.;5;16;45;31;.;35;.;7;4;.;.;13;21;66;72;86;.;.;.;.;41;44;.;.;89;.;.;.;50;52;62;.;46;23;98;54;19;40;34;37;85;20;.;87;71;.;96;68;10;97;15;2;25;83;36;61;80;27;49;74;51;.;60;59;.;70;.;32;38;65;14;24;79;58;28;.;53;.;26;6;73;.;.
69;.;79;38;.;.;.;82;86;75;46;4;9;27;52;64;.;88;2;.;35;96;37;.;.;.;77;95;54;16;.;25;59;.;43;8;49;53;67;39;22;51;47;85;87;.;.;10;21;34;.;6;48;18;28;.;15;.;56;81;42;.;58;45;.;13;71;70;78;.;55;.;.;.;.;.;.;12;.;.;100;14;.;20;33;94;17;44;62;50;.;.;.;11;.;40;99;24;83;73
61;.;.;4;76;94;.;97;.;55;.;.;81;34;68;12;26;56;.;49;98;75;.;.;.;43;60;59;92;85;.;38;.;65;.;73;74;.;27;.;44;58;.;41;.;42;.;18;.;.;78;9;86;36;23;.;.;11;57;99;47;.;.;84;69;82;.;33;.;.;50;100;54;.;.;80;.;.;.;93;13;37;22;91;.;77;7;.;8;31;.;.;15;6;63;10;87;2;21;64
47;.;19;.;40;.;.;.;84;2;60;8;3;28;72;96;.;37;73;.;71;30;52;.;.;93;.;44;.;22;.;61;46;12;.;92;.;50;23;87;79;63;54;91;70;55;.;20;.;49;25;82;35;13;83;100;1;.;34;67;.;6;29;41;.;.;.;.;51;.;94;10;56;.;.;62;98;.;9;66;38;16;.;64;97;65;39;81;90;.;.;.;27;89;.;42;59;.;4;86
100;66;99;.;10;.;45;43;51;.;7;41;85;94;89;19;18;63;65;17;.;.;72;.;11;.;.;38;50;62;47;13;78;.;.;.;.;97;6;56;60;36;8;.;73;.;.;37;59;69;27;68;46;70;2;74;95;98;39;33;.;54;20;.;24;49;35;67;15;75;88;44;96;90;32;.;21;34;.;1;87;55;.;80;.;.;79;40;.;.;16;.;3;.;58;91;.;30;81;.
22;46;.;.;35;64;56;.;59;98;.;.;.;.;93;55;70;.;61;76;20;94;10;36;.;45;.;2;.;6;68;48;3;.;15;99;.;60;71;16;26;39;66;4;84;82;11;67;.;.;.;91;75;79;.;58;30;.;.;89;44;87;8;77;43;88;9;37;27;14;.;.;74;33;.;42;.;23;.;47;96;28;.;12;21;.;.;.;52;.;.;25;62;100;.;.;51;19;1;.
9;96;.;.;6;48;.;12;68;87;75;47;.;.;33;.;.;.;100;.;61;67;.;.;46;27;5;34;78;70;.;88;69;.;35;.;.;.;7;40;25;76;23;.;29;.;.;.;.;24;93;38;17;31;73;92;.;63;44;62;53;39;52;.;97;.;.;.;30;16;28;.;.;86;.;71;77;.;.;.;.;58;.;4;59;.;.;42;19;45;.;.;14;74;36;50;94;.;.;20
3;16;.;.;36;63;53;14;29;49;62;.;13;.;22;74;.;1;25;.;90;.;40;84;15;.;21;66;97;68;51;.;26;20;.;80;28;57;81;72;100;12;6;43;32;75;.;.;.;.;.;.;.;.;85;.;5;.;.;.;2;50;64;.;55;56;.;46;17;11;52;27;65;.;.;79;.;59;99;61;78;.;89;73;69;.;.;.;83;.;76;44;35;34;.;31;.;.;95;70
70;24;.;28;17;.;42;18;25;.;20;.;10;99;78;.;48;92;21;23;.;31;.;.;56;73;55;82;.;.;89;36;.;.;62;75;.;54;11;32;7;98;.;81;53;.;.;.;.;.;.;.;.;.;71;84;77;22;49;37;57;.;93;.;5;.;38;.;.;.;63;6;.;83;69;14;40;43;.;.;.;29;.;.;47;95;61;3;68;30;9;67;46;96;.;33;45;.;12;8
.;73;.;83;7;91;.;.;.;27;24;11;42;.;.;.;57;71;31;69;29;.;63;.;9;39;74;1;.;49;41;79;.;10;33;.;94;.;19;84;65;48;88;52;.;77;.;.;.;.;.;.;.;.;47;.;.;12;51;16;.;.;96;.;62;76;34;92;.;61;95;5;.;8;.;.;53;17;67;46;.;54;.;86;70;75;6;98;.;18;37;.;43;68;.;.;93;66;72;80
21;20;.;92;31;.;62;.;81;93;45;.;.;5;.;51;6;50;30;59;.;28;12;88;23;65;48;.;8;47;.;14;1;.;24;63;.;29;.;.;.;27;.;74;99;80;.;.;.;.;.;.;.;.;7;43;.;76;53;10;4;.;73;86;95;.;90;94;25;.;39;2;91;16;3;.;70;72;15;18;11;.;34;84;.;46;41;32;82;35;.;26;22;78;56;49;52;.;60;.
.;85;.;74;28;86;69;68;64;.;13;7;49;60;40;.;51;48;.;44;58;37;84;70;.;62;18;63;29;8;.;35;87;95;.;41;81;88;.;26;16;61;76;.;10;2;.;.;.;.;.;.;.;.;31;52;23;.;17;.;.;.;12;.;36;98;.;25;92;.;19;55;.;3;50;5;33;83;21;.;24;47;11;42;46;.;9;.;.;1;80;93;.;67;.;53;15;.;56;38
18;6;16;89;.;.;81;49;.;43;26;.;11;41;86;39;73;.;33;.;100;95;90;50;.;.;27;.;1;59;28;.;83;67;99;74;.;30;.;.;36;87;35;.;.;84;.;.;.;.;.;.;.;.;77;.;19;34;38;58;88;64;.;63;.;46;44;.;9;71;2;.;57;72;12;4;.;82;.;80;62;13;56;93;.;.;.;60;37;66;85;.;.;.;70;52;97;.;94;.
35;98;.;19;52;.;30;5;93;54;74;87;14;59;36;63;.;.;46;.;.;.;16;65;64;97;76;.;32;9;.;.;.;29;.;94;.;56;.;96;83;79;99;31;50;21;.;.;.;.;.;.;.;.;.;28;33;.;62;68;8;86;26;.;78;55;.;.;43;38;.;.;37;95;24;51;.;.;47;.;80;49;90;40;.;71;18;92;.;58;.;23;48;7;.;66;20;.;77;2
33;1;.;.;20;.;48;88;7;59;.;81;.;.;.;17;72;9;.;78;56;40;73;.;51;.;.;14;28;87;52;89;8;.;6;15;.;93;49;71;.;.;.;38;.;4;.;.;.;.;.;.;.;.;67;35;16;46;41;76;80;23;60;50;96;.;65;68;.;2;34;26;29;99;.;10;62;61;.;90;.;69;55;.;85;53;.;75;.;77;22;37;12;84;44;11;.;.;30;31
40;.;.;26;95;58;21;37;.;.;64;35;69;.;.;99;24;.;18;.;.;.;.;6;34;.;12;.;.;79;1;80;.;.;.;25;.;11;76;53;75;78;9;.;66;44;67;49;60;93;96;.;.;.;.;61;.;4;13;51;17;42;.;.;.;91;.;74;56;.;27;73;38;48;86;92;.;.;59;77;.;50;.;.;.;87;.;.;10;22;33;36;90;.;32;63;.;.;98;89
.;55;44;3;.;.;15;13;76;.;.;84;.;.;.;95;19;.;89;67;2;.;49;.;30;.;22;83;.;.;48;21;9;79;50;46;4;75;70;18;63;.;.;6;90;.;27;74;7;.;.;.;1;81;12;94;82;92;98;93;73;20;33;.;10;59;.;87;37;77;23;.;41;.;52;.;69;31;100;91;61;45;.;29;39;72;.;.;.;.;88;60;.;57;16;51;.;.;34;40
.;27;53;.;79;60;.;100;.;29;.;.;71;54;.;.;34;.;10;98;99;.;77;66;.;13;88;19;26;55;23;73;42;61;92;44;.;2;91;.;33;30;80;17;52;59;95;41;82;1;85;48;37;.;.;69;.;78;72;65;31;67;18;.;.;.;.;45;62;4;35;9;49;.;.;97;.;20;.;.;16;84;32;28;12;83;36;96;94;81;.;58;68;39;.;47;.;86;43;75
23;34;.;56;84;.;77;78;.;.;.;37;12;90;31;25;80;.;53;100;92;11;.;96;17;.;.;85;93;52;.;68;.;.;.;.;40;47;36;.;20;62;.;46;88;73;28;32;70;91;2;.;24;.;86;5;29;50;3;27;48;14;13;.;75;.;7;21;41;.;42;.;79;.;89;.;.;87;54;8;.;59;76;.;63;4;98;35;64;38;26;45;.;.;.;69;.;61;.;6
83;36;90;10;38;57;73;94;.;.;88;68;.;2;77;.;47;70;96;52;42;.;.;.;48;.;.;4;31;23;.;.;37;.;65;12;72;.;.;7;71;85;34;.;.;8;92;29;51;55;.;.;53;.;26;.;63;.;87;74;.;97;.;24;58;.;89;.;16;.;60;81;18;66;22;.;.;.;32;67;41;.;100;19;99;30;15;91;.;.;25;.;5;.;35;78;54;.;.;21
92;50;22;67;42;.;80;.;.;.;8;28;30;1;56;6;23;.;93;29;.;.;3;.;.;.;.;.;.;69;.;77;63;60;13;.;64;31;.;38;81;25;.;14;.;48;15;11;98;.;99;49;88;.;.;70;47;73;90;97;100;35;85;95;66;52;.;53;19;.;75;16;17;68;.;.;.;45;43;96;.;44;5;.;26;54;20;2;57;82;59;76;83;.;.;.;27;71;.;87
.;.;87;34;29;.;39;.;83;94;100;14;1;22;91;46;.;79;.;21;12;.;56;63;97;19;25;49;45;30;71;57;67;82;2;47;26;.;95;88;.;52;62;5;48;58;77;89;53;75;68;.;92;96;76;.;.;.;15;.;.;72;65;.;.;.;.;20;61;32;3;4;.;.;37;66;.;18;.;16;73;70;36;.;55;78;28;51;.;54;31;10;6;24;17;80;44;33;.;85
65;82;40;1;44;70;57;16;2;37;.;.;.;96;.;93;29;66;9;51;.;41;.;23;.;.;92;88;84;78;61;55;25;5;7;72;90;39;15;.;13;17;69;.;91;.;85;60;.;.;83;.;.;42;95;46;.;33;.;21;.;76;56;26;14;28;.;18;8;.;62;80;.;.;34;35;.;.;52;19;.;64;81;31;.;.;53;.;77;47;97;50;94;27;59;38;86;87;.;.
19;86;73;36;53;3;74;.;.;52;49;.;7;15;94;.;10;45;8;18;.;13;43;.;66;82;17;35;89;37;32;58;97;44;.;51;.;.;93;100;50;65;31;78;63;27;41;95;9;.;48;24;80;22;.;99;.;.;.;72;85;.;88;.;.;69;12;.;84;.;21;61;40;.;55;.;54;25;71;23;98;75;1;92;.;.;.;33;29;.;2;91;28;4;20;.;57;81;42;.
.;10;25;9;.;76;.;23;.;42;.;13;60;.;.;.;86;77;56;31;.;93;.;3;54;21;58;47;61;1;.;62;89;59;36;.;.;45;.;83;19;43;.;.;.;18;99;64;8;.;.;73;7;40;.;79;53;44;70;.;38;.;87;.;71;.;29;80;66;90;11;.;28;78;39;.;50;33;75;.;.;.;.;.;24;20;100;.;17;4;.;.;16;.;30;14;63;48;37;95
.;35;66;13;49;.;.;84;89;.;48;63;.;.;64;34;11;.;.;.;57;9;.;31;.;.;.;100;77;38;30;.;94;40;1;10;69;14;79;60;23;16;.;.;4;25;46;24;.;20;.;50;26;.;39;.;87;36;97;56;93;41;54;92;21;53;96;78;52;.;12;58;.;74;.;.;.;2;.;76;45;15;99;3;.;22;27;88;43;7;.;68;.;.;61;5;.;82;32;65
.;79;68;.;.;31;99;.;75;96;98;88;.;17;37;.;41;35;55;40;.;.;.;.;74;32;39;86;70;71;.;6;81;63;23;50;80;33;92;20;.;28;61;84;.;76;29;14;49;90;51;11;45;2;8;.;.;62;.;54;24;.;.;.;.;9;67;36;.;73;77;91;.;.;53;1;65;.;.;97;21;66;82;.;16;89;52;.;72;42;.;15;34;19;.;56;22;58;69;43
45;54;5;.;60;.;11;.;14;46;.;.;67;92;19;28;44;59;78;82;16;48;76;52;50;.;80;20;94;33;49;22;.;91;.;43;75;.;.;29;30;100;.;.;.;.;74;79;93;15;.;.;.;.;9;66;69;.;18;47;81;.;.;97;.;64;3;.;35;63;.;83;42;.;.;.;99;24;90;32;84;10;85;62;8;23;71;38;96;40;.;89;.;51;73;13;77;.;.;26
43;.;63;32;85;.;17;.;90;71;65;.;.;6;20;.;39;.;50;84;18;55;44;.;24;51;29;.;.;14;31;.;.;.;21;64;87;42;99;11;.;40;96;.;.;7;56;33;.;38;37;28;.;.;27;25;4;94;77;.;.;16;22;2;19;15;45;.;47;.;57;.;89;82;10;.;.;100;70;26;58;41;61;35;30;80;5;97;60;.;67;49;93;83;.;.;12;9;66;88
97;.;59;51;55;.;.;4;24;95;73;58;.;23;61;69;16;.;85;25;27;22;96;81;42;34;2;.;15;40;3;46;77;17;74;53;38;8;9;76;92;66;71;86;80;.;88;44;.;21;31;.;93;20;.;63;35;6;19;52;50;82;49;89;.;.;.;39;1;.;72;.;.;87;.;29;.;.;84;.;12;.;13;37;90;.;.;94;.;65;.;99;.;60;11;.;98;7;41;.
